Run will be saved under: ./run_outputs/run_2000-07-01_to_2000

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 16649325, isPK: True, prob: 0.9999332427978516>
<pmid: 10974392, isPK: False, prob: 0.001138531370088458>
<pmid: 10974154, isPK: False, prob: 0.0059146336279809475>
<pmid: 10973542, isPK: False, prob: 0.001354039879515767>
<pmid: 10973502, isPK: True, prob: 0.9977471232414246>
<pmid: 10973258, isPK: False, prob: 0.0007938641356304288>
<pmid: 10973252, isPK: False, prob: 0.0026791272684931755>
<pmid: 10973247, isPK: False, prob: 0.0013924735831096768>
<pmid: 10973240, isPK: False, prob: 0.001275047310627997>
<pmid: 10972951, isPK: True, prob: 0.6922631859779358>
<pmid: 10972698, isPK: True, prob: 0.9999594688415527>
<pmid: 10972605, isPK: True, prob: 0.9999935626983643>
<pmid: 10972289, isPK: False, prob: 0.000698955322150141>
<pmid: 10972145, isPK: False, prob: 0.0010147658176720142>
<pmid: 10971632, isPK: False, prob: 0.000934730633161962>
<pmid: 10971330, isPK: False, prob: 0.0008444556151516736>
<pmid: 10971229, isPK: True, prob: 0.9999563694000244>
<pmid: 10969837, isPK: True, prob: 0.9647899270057678>
<pmid: 10969810, isPK: False, prob: 0.0009491827222518623>
<pmid: 10969795, isPK: False, prob: 0.0005871097673662007>
<pmid: 10969793, isPK: False, prob: 0.0007087039411999285>
<pmid: 10969790, isPK: False, prob: 0.0008129528723657131>
<pmid: 10969789, isPK: True, prob: 0.9999921321868896>
<pmid: 10969391, isPK: True, prob: 0.9986597299575806>
<pmid: 10969317, isPK: True, prob: 0.9999685287475586>
<pmid: 10969312, isPK: True, prob: 0.9999028444290161>
<pmid: 10969307, isPK: True, prob: 0.999992847442627>
<pmid: 10969297, isPK: True, prob: 0.9999923706054688>
<pmid: 10969293, isPK: True, prob: 0.9999943971633911>
<pmid: 10969235, isPK: True, prob: 0.999995231628418>
<pmid: 10969152, isPK: False, prob: 0.0009165154187940061>
<pmid: 10968993, isPK: False, prob: 0.0017219317378476262>
<pmid: 10968649, isPK: False, prob: 0.002544557908549905>
<pmid: 10968607, isPK: False, prob: 0.000870472751557827>
<pmid: 10967446, isPK: False, prob: 0.00117145711556077>
<pmid: 10967445, isPK: False, prob: 0.0009610948036424816>
<pmid: 10967444, isPK: True, prob: 0.9999752044677734>
<pmid: 10967428, isPK: True, prob: 0.9988530874252319>
<pmid: 10967293, isPK: False, prob: 0.0014748781686648726>
<pmid: 10966897, isPK: False, prob: 0.0007992137689143419>
<pmid: 10966751, isPK: False, prob: 0.0010017029708251357>
<pmid: 10966725, isPK: True, prob: 0.8538498878479004>
<pmid: 10966508, isPK: False, prob: 0.40385836362838745>
<pmid: 10966400, isPK: False, prob: 0.0007864232757128775>
<pmid: 10966246, isPK: True, prob: 0.9999915361404419>
<pmid: 10965902, isPK: False, prob: 0.0008183670579455793>
<pmid: 10965427, isPK: False, prob: 0.02916160225868225>
<pmid: 10965062, isPK: False, prob: 0.001301503973081708>
<pmid: 10964518, isPK: False, prob: 0.0013968739658594131>
<pmid: 10963963, isPK: True, prob: 0.9999852180480957>
<pmid: 10963905, isPK: False, prob: 0.015919959172606468>
<pmid: 10963859, isPK: True, prob: 0.9931771755218506>
<pmid: 10963839, isPK: False, prob: 0.0006309505552053452>
<pmid: 10963837, isPK: False, prob: 0.0026580351404845715>
<pmid: 10963734, isPK: False, prob: 0.0007923307130113244>
<pmid: 10963644, isPK: True, prob: 0.9999938011169434>
<pmid: 10963544, isPK: False, prob: 0.0009383403812535107>
<pmid: 10962447, isPK: False, prob: 0.0009456772240810096>
<pmid: 10962256, isPK: True, prob: 0.999991774559021>
<pmid: 10962255, isPK: True, prob: 0.9999938011169434>
<pmid: 10962242, isPK: True, prob: 0.9999932050704956>
<pmid: 10962231, isPK: False, prob: 0.0007242298452183604>
<pmid: 10962228, isPK: True, prob: 0.999993085861206>
<pmid: 10962204, isPK: False, prob: 0.0009453074308112264>
<pmid: 10962138, isPK: False, prob: 0.0006997438031248748>
<pmid: 10961882, isPK: False, prob: 0.0009266412816941738>
<pmid: 10961729, isPK: False, prob: 0.0015578645979985595>
<pmid: 10960525, isPK: False, prob: 0.0007874836446717381>
<pmid: 10960365, isPK: False, prob: 0.0010111824376508594>
<pmid: 10959920, isPK: True, prob: 0.9999797344207764>
<pmid: 10959918, isPK: True, prob: 0.999992847442627>
<pmid: 10959917, isPK: True, prob: 0.9999927282333374>
<pmid: 10959556, isPK: False, prob: 0.0009397048270329833>
<pmid: 10959532, isPK: False, prob: 0.0012693185126408935>
<pmid: 10958808, isPK: False, prob: 0.0009220254723913968>
<pmid: 10958649, isPK: False, prob: 0.0011364753590896726>
<pmid: 10958648, isPK: False, prob: 0.0010065606329590082>
<pmid: 10958647, isPK: False, prob: 0.0010887763928622007>
<pmid: 10958331, isPK: True, prob: 0.9999940395355225>
<pmid: 10958279, isPK: False, prob: 0.0011518689570948482>
<pmid: 10958200, isPK: False, prob: 0.0072351787239313126>
<pmid: 10958191, isPK: False, prob: 0.0018825085135176778>
<pmid: 10958119, isPK: True, prob: 0.9997122883796692>
<pmid: 10956665, isPK: False, prob: 0.0014961590059101582>
<pmid: 10956423, isPK: False, prob: 0.0029070789460092783>
<pmid: 10956225, isPK: False, prob: 0.0009336238144896924>
<pmid: 10956153, isPK: False, prob: 0.02986746095120907>
<pmid: 10955812, isPK: False, prob: 0.0005953202489763498>
<pmid: 10955786, isPK: True, prob: 0.9998540878295898>
<pmid: 10955648, isPK: False, prob: 0.0012706430861726403>
<pmid: 10954777, isPK: False, prob: 0.0007528609130531549>
<pmid: 10954746, isPK: False, prob: 0.0035052516032010317>
<pmid: 10954741, isPK: False, prob: 0.0012213290901854634>
<pmid: 10953327, isPK: False, prob: 0.5031428933143616>
<pmid: 10953200, isPK: False, prob: 0.000623826403170824>
<pmid: 10953194, isPK: False, prob: 0.0009583241771906614>
<pmid: 10952686, isPK: False, prob: 0.0008467003935948014>
<pmid: 10952644, isPK: False, prob: 0.0020347086247056723>
<pmid: 10952621, isPK: False, prob: 0.0008422252722084522>
<pmid: 10952576, isPK: True, prob: 0.9999940395355225>
<pmid: 10952575, isPK: False, prob: 0.0017127221217378974>
<pmid: 10952566, isPK: False, prob: 0.0007760015432722867>
<pmid: 10952487, isPK: False, prob: 0.0011156470282003284>
<pmid: 10951996, isPK: True, prob: 0.999992847442627>
<pmid: 10951514, isPK: False, prob: 0.000688463740516454>
<pmid: 10951345, isPK: False, prob: 0.0004906962276436388>
<pmid: 10951236, isPK: False, prob: 0.001669674413278699>
<pmid: 10950924, isPK: False, prob: 0.0009947081562131643>
<pmid: 10950855, isPK: True, prob: 0.99998939037323>
<pmid: 10950845, isPK: True, prob: 0.9999933242797852>
<pmid: 10950841, isPK: False, prob: 0.005528352688997984>
<pmid: 10950816, isPK: False, prob: 0.0008012623875401914>
<pmid: 10950377, isPK: False, prob: 0.0008238141890615225>
<pmid: 10949977, isPK: True, prob: 0.9999936819076538>
<pmid: 10949777, isPK: False, prob: 0.00527713680639863>
<pmid: 10949258, isPK: False, prob: 0.0014089206233620644>
<pmid: 10949251, isPK: True, prob: 0.9998975992202759>
<pmid: 10947975, isPK: False, prob: 0.0011205064365640283>
<pmid: 10947826, isPK: True, prob: 0.9421053528785706>
<pmid: 10947161, isPK: False, prob: 0.0008340246276929975>
<pmid: 10947159, isPK: False, prob: 0.0008166244952008128>
<pmid: 10947150, isPK: False, prob: 0.0022335120011121035>
<pmid: 10946318, isPK: False, prob: 0.0013569979928433895>
<pmid: 10946275, isPK: False, prob: 0.001007833518087864>
<pmid: 10946119, isPK: True, prob: 0.9985523819923401>
<pmid: 10945981, isPK: False, prob: 0.000789396814070642>
<pmid: 10945878, isPK: True, prob: 0.9999940395355225>
<pmid: 10945838, isPK: True, prob: 0.9999889135360718>
<pmid: 10945827, isPK: False, prob: 0.0011012711329385638>
<pmid: 10945673, isPK: False, prob: 0.000734918110538274>
<pmid: 10945625, isPK: False, prob: 0.0008175657712854445>
<pmid: 10945596, isPK: False, prob: 0.0012093137484043837>
<pmid: 10945536, isPK: True, prob: 0.9996978044509888>
<pmid: 10945523, isPK: True, prob: 0.9961101412773132>
<pmid: 10945312, isPK: True, prob: 0.9999927282333374>
<pmid: 10945026, isPK: False, prob: 0.005739839281886816>
<pmid: 10944612, isPK: False, prob: 0.0008848727447912097>
<pmid: 10944386, isPK: True, prob: 0.999992847442627>
<pmid: 10944377, isPK: True, prob: 0.999994158744812>
<pmid: 10944375, isPK: False, prob: 0.0015050160000100732>
<pmid: 10944107, isPK: False, prob: 0.0008086775196716189>
<pmid: 10943592, isPK: False, prob: 0.0010577404173091054>
<pmid: 10942906, isPK: False, prob: 0.00115169957280159>
<pmid: 10942725, isPK: False, prob: 0.0009769249008968472>
<pmid: 10942612, isPK: False, prob: 0.0019330501090735197>
<pmid: 10941909, isPK: False, prob: 0.0012695862678810954>
<pmid: 10940812, isPK: True, prob: 0.9743194580078125>
<pmid: 10940743, isPK: True, prob: 0.9999816417694092>
<pmid: 10940631, isPK: False, prob: 0.0009260437800548971>
<pmid: 10940362, isPK: False, prob: 0.0011448500445112586>
<pmid: 10940303, isPK: False, prob: 0.001179968472570181>
<pmid: 10939218, isPK: False, prob: 0.072913259267807>
<pmid: 10938096, isPK: False, prob: 0.0011551424395292997>
<pmid: 10936804, isPK: True, prob: 0.9999943971633911>
<pmid: 10936502, isPK: False, prob: 0.0013021703343838453>
<pmid: 10936212, isPK: False, prob: 0.0012010157806798816>
<pmid: 10936148, isPK: False, prob: 0.000959809054620564>
<pmid: 10935536, isPK: False, prob: 0.000977979158051312>
<pmid: 10935221, isPK: False, prob: 0.0010159584926441312>
<pmid: 10933661, isPK: True, prob: 0.9999823570251465>
<pmid: 10933648, isPK: True, prob: 0.9931204319000244>
<pmid: 10933637, isPK: True, prob: 0.9999877214431763>
<pmid: 10933136, isPK: False, prob: 0.0007860272307880223>
<pmid: 10933133, isPK: True, prob: 0.9999901056289673>
<pmid: 10933131, isPK: True, prob: 0.9999935626983643>
<pmid: 10931874, isPK: False, prob: 0.0008058651001192629>
<pmid: 10931600, isPK: True, prob: 0.9375726580619812>
<pmid: 10931592, isPK: True, prob: 0.9999945163726807>
<pmid: 10931568, isPK: False, prob: 0.0016793501563370228>
<pmid: 10931565, isPK: False, prob: 0.005280161276459694>
<pmid: 10930995, isPK: False, prob: 0.0024078614078462124>
<pmid: 10930972, isPK: True, prob: 0.9999927282333374>
<pmid: 10930965, isPK: True, prob: 0.9999812841415405>
<pmid: 10930964, isPK: True, prob: 0.9999693632125854>
<pmid: 10930963, isPK: True, prob: 0.999993085861206>
<pmid: 10930962, isPK: True, prob: 0.9999921321868896>
<pmid: 10930807, isPK: True, prob: 0.9999940395355225>
<pmid: 10930699, isPK: True, prob: 0.9955888986587524>
<pmid: 10929810, isPK: False, prob: 0.0008396451594308019>
<pmid: 10929807, isPK: False, prob: 0.007603504229336977>
<pmid: 10926655, isPK: False, prob: 0.0008907357114367187>
<pmid: 10926440, isPK: True, prob: 0.9999884366989136>
<pmid: 10926157, isPK: False, prob: 0.004522840026766062>
<pmid: 10925126, isPK: True, prob: 0.9999916553497314>
<pmid: 10924585, isPK: True, prob: 0.9619856476783752>
<pmid: 10924581, isPK: False, prob: 0.0011932331835851073>
<pmid: 10919863, isPK: True, prob: 0.9796460270881653>
<pmid: 10919861, isPK: True, prob: 0.9949160814285278>
<pmid: 10919689, isPK: False, prob: 0.0019877383019775152>
<pmid: 10919367, isPK: True, prob: 0.9999939203262329>
<pmid: 10919344, isPK: True, prob: 0.9999926090240479>
<pmid: 10919341, isPK: True, prob: 0.9999920129776001>
<pmid: 10918463, isPK: True, prob: 0.9999605417251587>
<pmid: 10918077, isPK: False, prob: 0.0007666104938834906>
<pmid: 10917362, isPK: False, prob: 0.0012888176133856177>
<pmid: 10917206, isPK: True, prob: 0.9997132420539856>
<pmid: 10923667, isPK: False, prob: 0.0010664541041478515>
<pmid: 10922517, isPK: False, prob: 0.001714576967060566>
<pmid: 10921713, isPK: False, prob: 0.0009238651837222278>
<pmid: 10920231, isPK: False, prob: 0.0011477562366053462>
<pmid: 10920211, isPK: True, prob: 0.9999351501464844>
<pmid: 10920019, isPK: False, prob: 0.0011736135929822922>
<pmid: 10920017, isPK: False, prob: 0.2227267026901245>
<pmid: 10920015, isPK: False, prob: 0.001177550875581801>
<pmid: 10919980, isPK: False, prob: 0.0007951448205858469>
<pmid: 10916107, isPK: True, prob: 0.9999879598617554>
<pmid: 10915964, isPK: True, prob: 0.999993085861206>
<pmid: 10915932, isPK: False, prob: 0.001038326765410602>
<pmid: 10915931, isPK: True, prob: 0.9999898672103882>
<pmid: 10915930, isPK: True, prob: 0.9999932050704956>
<pmid: 10915929, isPK: False, prob: 0.0017318081809207797>
<pmid: 10915923, isPK: False, prob: 0.0010388778755441308>
<pmid: 10915826, isPK: False, prob: 0.0019596244674175978>
<pmid: 10915789, isPK: False, prob: 0.0008370939758606255>
<pmid: 10915641, isPK: False, prob: 0.0026267911307513714>
<pmid: 10915052, isPK: False, prob: 0.0017033263575285673>
<pmid: 10915050, isPK: False, prob: 0.0009181428467854857>
<pmid: 10915042, isPK: False, prob: 0.0012639258056879044>
<pmid: 10914920, isPK: True, prob: 0.8379473686218262>
<pmid: 10914916, isPK: False, prob: 0.0012679797364398837>
<pmid: 10914740, isPK: False, prob: 0.004311497788876295>
<pmid: 10914739, isPK: False, prob: 0.0012653972953557968>
<pmid: 10914711, isPK: True, prob: 0.9999885559082031>
<pmid: 10914320, isPK: False, prob: 0.023955266922712326>
<pmid: 10913914, isPK: False, prob: 0.0008466185536235571>
<pmid: 10913754, isPK: True, prob: 0.9977774024009705>
<pmid: 10913752, isPK: True, prob: 0.9998449087142944>
<pmid: 10913750, isPK: True, prob: 0.9999901056289673>
<pmid: 10913749, isPK: True, prob: 0.999992847442627>
<pmid: 10912868, isPK: True, prob: 0.9999922513961792>
<pmid: 10912587, isPK: True, prob: 0.9999886751174927>
<pmid: 10911736, isPK: True, prob: 0.9980837106704712>
<pmid: 10911733, isPK: True, prob: 0.9999867677688599>
<pmid: 10910984, isPK: True, prob: 0.9999936819076538>
<pmid: 10910983, isPK: False, prob: 0.0012088398216292262>
<pmid: 10910955, isPK: False, prob: 0.0006784565048292279>
<pmid: 10910841, isPK: False, prob: 0.6496357917785645>
<pmid: 10910498, isPK: False, prob: 0.001430185278877616>
<pmid: 10910488, isPK: True, prob: 0.9999953508377075>
<pmid: 10910044, isPK: False, prob: 0.0010271045612171292>
<pmid: 10909998, isPK: False, prob: 0.4863935708999634>
<pmid: 10908834, isPK: False, prob: 0.5826843976974487>
<pmid: 10908818, isPK: True, prob: 0.9999933242797852>
<pmid: 10908596, isPK: False, prob: 0.0026497445069253445>
<pmid: 10908149, isPK: False, prob: 0.0009889481589198112>
<pmid: 10908046, isPK: True, prob: 0.9999908208847046>
<pmid: 10908045, isPK: True, prob: 0.9999936819076538>
<pmid: 10908038, isPK: False, prob: 0.0010975301265716553>
<pmid: 10907964, isPK: True, prob: 0.9999784231185913>
<pmid: 10906774, isPK: False, prob: 0.0006427228800021112>
<pmid: 10906731, isPK: True, prob: 0.9997988343238831>
<pmid: 10906730, isPK: False, prob: 0.0030142369214445353>
<pmid: 10906729, isPK: True, prob: 0.9999858140945435>
<pmid: 10906726, isPK: False, prob: 0.034880172461271286>
<pmid: 10906490, isPK: True, prob: 0.9982971549034119>
<pmid: 10906287, isPK: False, prob: 0.020316051319241524>
<pmid: 10906126, isPK: False, prob: 0.0013453682186082006>
<pmid: 10904105, isPK: False, prob: 0.0015668350970372558>
<pmid: 10903973, isPK: True, prob: 0.9999910593032837>
<pmid: 10903894, isPK: False, prob: 0.0005600692820735276>
<pmid: 10903840, isPK: False, prob: 0.0010365680791437626>
<pmid: 10903524, isPK: False, prob: 0.0010419213213026524>
<pmid: 10903160, isPK: False, prob: 0.3139451742172241>
<pmid: 10902936, isPK: False, prob: 0.09700018167495728>
<pmid: 10902857, isPK: False, prob: 0.0010854752035811543>
<pmid: 10901444, isPK: False, prob: 0.0007673329673707485>
<pmid: 10901376, isPK: False, prob: 0.007963893935084343>
<pmid: 10900255, isPK: False, prob: 0.12270158529281616>
<pmid: 10900252, isPK: True, prob: 0.9999915361404419>
<pmid: 10900244, isPK: False, prob: 0.0011580521240830421>
<pmid: 10900224, isPK: False, prob: 0.5617626905441284>
<pmid: 10899947, isPK: False, prob: 0.0008733914000913501>
<pmid: 10899831, isPK: False, prob: 0.0011934901122003794>
<pmid: 10899824, isPK: False, prob: 0.001636404194869101>
<pmid: 10899290, isPK: False, prob: 0.0013536079786717892>
<pmid: 10898856, isPK: True, prob: 0.9972835779190063>
<pmid: 10898794, isPK: False, prob: 0.001194677664898336>
<pmid: 10898746, isPK: False, prob: 0.0014408743008971214>
<pmid: 10898726, isPK: False, prob: 0.0007638293318450451>
<pmid: 10898694, isPK: True, prob: 0.9999945163726807>
<pmid: 10898677, isPK: True, prob: 0.9999932050704956>
<pmid: 10898675, isPK: True, prob: 0.9999911785125732>
<pmid: 10898674, isPK: True, prob: 0.9999855756759644>
<pmid: 10898642, isPK: False, prob: 0.0011781848734244704>
<pmid: 10898593, isPK: False, prob: 0.0011364927049726248>
<pmid: 10898570, isPK: False, prob: 0.000915503827854991>
<pmid: 10898455, isPK: True, prob: 0.9999464750289917>
<pmid: 10897096, isPK: True, prob: 0.9999934434890747>
<pmid: 10897048, isPK: True, prob: 0.9999451637268066>
<pmid: 10897044, isPK: False, prob: 0.0012464806204661727>
<pmid: 10896677, isPK: False, prob: 0.001147543196566403>
<pmid: 10894879, isPK: True, prob: 0.9999912977218628>
<pmid: 10894821, isPK: True, prob: 0.9698534607887268>
<pmid: 10893513, isPK: False, prob: 0.0016882142517715693>
<pmid: 10893344, isPK: True, prob: 0.7310472726821899>
<pmid: 10893336, isPK: True, prob: 0.9999923706054688>
<pmid: 10893312, isPK: False, prob: 0.0006033849203959107>
<pmid: 10893308, isPK: False, prob: 0.0011034307535737753>
<pmid: 10891098, isPK: False, prob: 0.0005154274986125529>
<pmid: 10889494, isPK: False, prob: 0.000794739171396941>
<pmid: 10889172, isPK: False, prob: 0.0005865342100150883>
<pmid: 10889161, isPK: False, prob: 0.0006696366472169757>
<pmid: 10884584, isPK: False, prob: 0.0022050754632800817>
<pmid: 10884583, isPK: False, prob: 0.0013121950905770063>
<pmid: 10884336, isPK: True, prob: 0.9423465728759766>
<pmid: 10883419, isPK: True, prob: 0.9998887777328491>
<pmid: 10882898, isPK: False, prob: 0.09459242969751358>
<pmid: 10882693, isPK: True, prob: 0.9999775886535645>
<pmid: 10882692, isPK: True, prob: 0.9999936819076538>
<pmid: 10882578, isPK: True, prob: 0.9999442100524902>
<pmid: 10882540, isPK: False, prob: 0.0009554591379128397>
<pmid: 10882519, isPK: False, prob: 0.0011051923502236605>
<pmid: 10882516, isPK: False, prob: 0.0013869551476091146>
<pmid: 10882515, isPK: False, prob: 0.001620741793885827>
<pmid: 10882388, isPK: True, prob: 0.9999746084213257>
<pmid: 10881028, isPK: True, prob: 0.9999878406524658>
<pmid: 10880978, isPK: False, prob: 0.0006783343269489706>
<pmid: 10880966, isPK: False, prob: 0.0010877427412196994>
<pmid: 10880155, isPK: True, prob: 0.9999939203262329>
<pmid: 10879828, isPK: False, prob: 0.0018187557579949498>
<pmid: 10879813, isPK: True, prob: 0.9999887943267822>
<pmid: 10878363, isPK: False, prob: 0.0006420304416678846>
<pmid: 10878006, isPK: False, prob: 0.0006656157784163952>
<pmid: 10877836, isPK: False, prob: 0.000917156576178968>
<pmid: 10877758, isPK: False, prob: 0.0019110797438770533>
<pmid: 10877757, isPK: False, prob: 0.0019102523801848292>
<pmid: 19649867, isPK: False, prob: 0.0016328907804563642>
<pmid: 10875868, isPK: False, prob: 0.0006966354558244348>
<pmid: 10875248, isPK: False, prob: 0.0010590848978608847>
<pmid: 10874517, isPK: False, prob: 0.0013364836340770125>
<pmid: 10874029, isPK: False, prob: 0.0016068123513832688>
<pmid: 10873160, isPK: False, prob: 0.000823284441139549>
<pmid: 10871705, isPK: False, prob: 0.001561392447911203>
<pmid: 10871577, isPK: False, prob: 0.39973923563957214>
<pmid: 10871415, isPK: True, prob: 0.9999390840530396>
<pmid: 10871302, isPK: False, prob: 0.0011808290146291256>
<pmid: 10869818, isPK: False, prob: 0.000961501442361623>
<pmid: 10869454, isPK: True, prob: 0.999993085861206>
<pmid: 10869453, isPK: True, prob: 0.9999934434890747>
<pmid: 10868751, isPK: False, prob: 0.0010221247794106603>
<pmid: 10867678, isPK: False, prob: 0.003148625837638974>
<pmid: 10867318, isPK: True, prob: 0.9999942779541016>
<pmid: 10867051, isPK: True, prob: 0.9998003840446472>
<pmid: 10867031, isPK: False, prob: 0.004950829781591892>
<pmid: 10866910, isPK: True, prob: 0.997294008731842>
<pmid: 10866793, isPK: False, prob: 0.0011068074963986874>
<pmid: 10864588, isPK: True, prob: 0.9999926090240479>
<pmid: 10863013, isPK: True, prob: 0.9994248151779175>
<pmid: 10862646, isPK: False, prob: 0.0008729633409529924>
<pmid: 10861960, isPK: False, prob: 0.003881039097905159>
<pmid: 10861633, isPK: True, prob: 0.99225252866745>
<pmid: 10861597, isPK: False, prob: 0.0019685004372149706>
<pmid: 10861487, isPK: False, prob: 0.0007097796187736094>
<pmid: 10861452, isPK: False, prob: 0.0007051454740576446>
<pmid: 10861415, isPK: False, prob: 0.0008510156185366213>
<pmid: 10861298, isPK: False, prob: 0.001315461122430861>
<pmid: 10861246, isPK: False, prob: 0.0008713893475942314>
<pmid: 10859433, isPK: True, prob: 0.999908447265625>
<pmid: 10859363, isPK: False, prob: 0.0024397633969783783>
<pmid: 10859155, isPK: True, prob: 0.9999934434890747>
<pmid: 10858356, isPK: True, prob: 0.9997459053993225>
<pmid: 10858355, isPK: True, prob: 0.9993333220481873>
<pmid: 10858347, isPK: True, prob: 0.9618274569511414>
<pmid: 10858338, isPK: True, prob: 0.999991774559021>
<pmid: 10856424, isPK: True, prob: 0.9999934434890747>
<pmid: 10855779, isPK: True, prob: 0.9999929666519165>
<pmid: 10855775, isPK: True, prob: 0.9991191029548645>
<pmid: 10854427, isPK: False, prob: 0.0007106692646630108>
<pmid: 10851239, isPK: False, prob: 0.001282371929846704>
<pmid: 10849424, isPK: False, prob: 0.00078931002644822>
<pmid: 10840193, isPK: False, prob: 0.0006382190040312707>
<pmid: 10840190, isPK: True, prob: 0.9993841648101807>
<pmid: 10837910, isPK: True, prob: 0.9868994951248169>
<pmid: 10835424, isPK: False, prob: 0.0012346666771918535>
<pmid: 10834380, isPK: True, prob: 0.9586793184280396>
<pmid: 10834372, isPK: False, prob: 0.0010587928118184209>
<pmid: 10834365, isPK: False, prob: 0.0010789181105792522>
<pmid: 10829019, isPK: False, prob: 0.0011602494632825255>
<pmid: 10828385, isPK: False, prob: 0.004883347544819117>
<pmid: 10827199, isPK: False, prob: 0.0006214005406945944>
<pmid: 10825562, isPK: True, prob: 0.9998458623886108>
<pmid: 10825555, isPK: False, prob: 0.0015412478242069483>
<pmid: 10825552, isPK: False, prob: 0.0008245276985689998>
<pmid: 10822126, isPK: False, prob: 0.0006877934210933745>
<pmid: 10819226, isPK: True, prob: 0.99996018409729>
<pmid: 10819211, isPK: False, prob: 0.0012508645886555314>
<pmid: 10818302, isPK: True, prob: 0.9999887943267822>
<pmid: 10817932, isPK: False, prob: 0.0009034421527758241>
<pmid: 10816604, isPK: False, prob: 0.0016064102528616786>
<pmid: 10813750, isPK: False, prob: 0.0010296464897692204>
<pmid: 10781610, isPK: False, prob: 0.0013308326015248895>
<pmid: 10748046, isPK: False, prob: 0.0009085516794584692>
<pmid: 11106375, isPK: False, prob: 0.00100985961034894>

Found PMC article (PMCID = PMC4136861) for abstract PMID = 12575285
Found PMC article (PMCID = PMC8063850) for abstract PMID = 12541746
Found PMC article (PMCID = PMC10836770) for abstract PMID = 11899652
Found PMC article (PMCID = PMC11209072) for abstract PMID = 11762928
Found PMC article (PMCID = PMC11702445) for abstract PMID = 11732518
Found PMC article (PMCID = PMC7539314) for abstract PMID = 11514951
Found PMC article (PMCID = PMC10097735) for abstract PMID = 11501052
Found PMC article (PMCID = PMC3426203) for abstract PMID = 11471755
Found PMC article (PMCID = PMC10034409) for abstract PMID = 11465046
Found PMC article (PMCID = PMC4460601) for abstract PMID = 11428630
Found PMC article (PMCID = PMC2750978) for abstract PMID = 11420896
Found PMC article (PMCID = PMC5039400) for abstract PMID = 11420886
Found PMC article (PMCID = PMC3867701) for abstract PMID = 11395327
Found PMC article (PMCID = PMC11179363) for abstract PMID = 11372435
Found PMC article (PMCID = PMC11996930) for abstract PMID = 11360678
Found PMC article (PMCID = PMC5932251) for abstract PMID = 11307968
Found PMC article (PMCID = PMC10586510) for abstract PMID = 11303964
Found PMC article (PMCID = PMC10537237) for abstract PMID = 11303962
Found PMC article (PMCID = PMC10232512) for abstract PMID = 11303956
Found PMC article (PMCID = PMC9095521) for abstract PMID = 11303953
Found PMC article (PMCID = PMC12150280) for abstract PMID = 11274894
Found PMC article (PMCID = PMC5805816) for abstract PMID = 11268439
Found PMC article (PMCID = PMC11994927) for abstract PMID = 11257318
Found PMC article (PMCID = PMC8597799) for abstract PMID = 11216560
Found PMC article (PMCID = PMC8099444) for abstract PMID = 11214776
Found PMC article (PMCID = PMC3560692) for abstract PMID = 11213442
Found PMC article (PMCID = PMC6429552) for abstract PMID = 11212949
Found PMC article (PMCID = PMC6208854) for abstract PMID = 11210096
Found PMC article (PMCID = PMC2751417) for abstract PMID = 11206711
Found PMC article (PMCID = PMC9359323) for abstract PMID = 11205739
Found PMC article (PMCID = PMC10842870) for abstract PMID = 11205736
Found PMC article (PMCID = PMC2645029) for abstract PMID = 11201665
Found PMC article (PMCID = PMC8145123) for abstract PMID = 11198927
Found PMC article (PMCID = PMC11671133) for abstract PMID = 11197076
Found PMC article (PMCID = PMC9455983) for abstract PMID = 11197071
Found PMC article (PMCID = PMC1090550) for abstract PMID = 11197069
Found PMC article (PMCID = PMC9706284) for abstract PMID = 11194146
Found PMC article (PMCID = PMC12083140) for abstract PMID = 11192475
Found PMC article (PMCID = PMC11528112) for abstract PMID = 11192474
Found PMC article (PMCID = PMC12127635) for abstract PMID = 11192472
Found PMC article (PMCID = PMC7700927) for abstract PMID = 11190951
Found PMC article (PMCID = PMC7976526) for abstract PMID = 11190496
Found PMC article (PMCID = PMC12119765) for abstract PMID = 11190491
Found PMC article (PMCID = PMC11034278) for abstract PMID = 11190487
Found PMC article (PMCID = PMC11153357) for abstract PMID = 11189877
Found PMC article (PMCID = PMC12223813) for abstract PMID = 11187897
Found PMC article (PMCID = PMC11671133) for abstract PMID = 11186242
Found PMC article (PMCID = PMC6601116) for abstract PMID = 11185666
Found PMC article (PMCID = PMC10223163) for abstract PMID = 11185664
Found PMC article (PMCID = PMC10362388) for abstract PMID = 11185663
Found PMC article (PMCID = PMC5886324) for abstract PMID = 11185662
Found PMC article (PMCID = PMC12021142) for abstract PMID = 11185661
Found PMC article (PMCID = PMC9992393) for abstract PMID = 11185557
Found PMC article (PMCID = PMC6135671) for abstract PMID = 11180195
Found PMC article (PMCID = PMC10967845) for abstract PMID = 11180028
Found PMC article (PMCID = PMC12146887) for abstract PMID = 11180025
Found PMC article (PMCID = PMC9831018) for abstract PMID = 11180022
Found PMC article (PMCID = PMC8663503) for abstract PMID = 11180017
Found PMC article (PMCID = PMC11931805) for abstract PMID = 11177493
Found PMC article (PMCID = PMC8191022) for abstract PMID = 11168914
Found PMC article (PMCID = PMC7695171) for abstract PMID = 11168913
Found PMC article (PMCID = PMC9578284) for abstract PMID = 11168911
